メッシ?,population,A29_004,A29_005,Shigaika,Chosei,distance,emRoad,L01_100,L02_094,LandPrice
52370209984,,,,2,3,2543.794743,,,,
52370228916,6.81,3,第一種中高層住居専用地域,2,3,1215.440695,,,,
52370209991,13.29,,,2,3,2367.737528,,,,
52370209993,,,,2,3,2421.618394,,,,
52370218953,,,,2,3,1805.03514,,,,
52371249957,41.09,10,準工業地域,2,3,728.3538613,,,,
52370219901,3.32,,,2,3,2277.061248,,,,
52370219920,,,,2,3,2074.559629,,,,
52370219958,,,,2,3,2167.255126,,,,
52370209985,,,,2,3,2581.770017,,,,
52371249938,37.49,10,準工業地域,2,3,567.2630538,,,,
52371249939,22.73,10,準工業地域,2,3,611.3061464,,,,
52371249948,33.86,10,準工業地域,2,3,656.1430499,,,,
52371249998,,10,準工業地域,2,3,1109.092489,1,,,
52371249958,6.07,10,準工業地域,2,3,745.8032219,,,,
52371249967,14.71,10,準工業地域,2,3,820.5369254,,,,
52371249976,10.5,10,準工業地域,2,3,911.208379,,,,
52371249929,27.21,10,準工業地域,2,3,531.2085564,,,,
52371249986,,10,準工業地域,2,3,1003.627347,,,,
52371249987,6.3,10,準工業地域,2,3,1005.14386,,,,
52371249997,,10,準工業地域,2,3,1100.692102,,,,
52371321972,,10,準工業地域,2,3,604.1124071,1,,,
52371249999,,10,準工業地域,2,3,1132.250489,,,,
52371320988,10.94,10,準工業地域,2,3,649.1030932,,,,
52371320989,60.13,10,準工業地域,2,3,692.2197714,,,,
52371249977,69.3,10,準工業地域,2,3,912.8784538,,,,
52371320998,61.73,10,準工業地域,2,3,737.8642928,,,,
52371321970,1.93,10,準工業地域,2,3,676.259678,,,,
52371321971,,10,準工業地域,2,3,645.0431168,,,,
52371330924,,10,準工業地域,2,3,553.070433,,,,
52371321980,50.18,10,準工業地域,2,3,750.4626825,,,,
52371321982,111.43,10,準工業地域,2,3,693.4327246,1,,,
52371321992,45.66,10,準工業地域,2,3,783.5806665,,,,
52371320997,5.18,10,準工業地域,2,3,716.1027957,,,,
52371330907,52.87,10,準工業地域,2,3,807.9960431,,,,
52371330915,,10,準工業地域,2,3,657.8425794,,,,
52371330916,11.77,10,準工業地域,2,3,772.2609815,,,,
52370239939,,,,2,3,1354.994412,,,,
52371330925,24.95,10,準工業地域,2,3,665.8276116,,,,
52371330933,,10,準工業地域,2,3,471.4748444,,,,
52371330934,13.7,10,準工業地域,2,3,577.5274334,,,,
52371330906,3.14,10,準工業地域,2,3,772.184892,,,,
52370229994,,,,2,3,924.0580796,,,,
52370229995,,,,2,3,1023.955618,,,,
52370229996,,,,2,3,1126.644482,,,,
52370209976,,3,第一種中高層住居専用地域,2,3,2709.673467,,,,
52370330940,,,,2,3,1325.456026,,,,
52370330951,,,,2,3,1311.769649,1,,,
52370330962,,,,2,3,1314.615394,,,,
52370229984,5.94,,,2,3,974.9300589,,,,
52370330984,,,,2,3,1368.55055,,,,
52370340924,,,,2,3,1125.673717,,,,
52370209967,,3,第一種中高層住居専用地域,2,3,2839.352267,,,,
52370219922,61.3,5,第一種住居地域,2,3,2123.523752,1,,,
52370209978,,3,第一種中高層住居専用地域,2,3,2804.078737,,,,
52370209986,2.32,3,第一種中高層住居専用地域,2,3,2624.200369,,,,
52370209988,,3,第一種中高層住居専用地域,2,3,2721.571109,,,,
52370330973,,,,2,3,1333.792113,,,,
52370360906,9.08,1,第一種低層住居専用地域,2,3,234.643519,,,,
52370360932,13.09,1,第一種低層住居専用地域,2,3,156.4098714,,,,
52370269958,30.4,1,第一種低層住居専用地域,2,3,648.1148398,1,,,
52370360923,18.73,1,第一種低層住居専用地域,2,3,16.58117322,,,,
52370360931,2.36,1,第一種低層住居専用地域,2,3,259.998591,,,,
52370364963,16,10,準工業地域,2,3,890.9781523,,,,
52370360940,16.54,1,第一種低層住居専用地域,2,3,401.5834276,,,,
52370355996,24.58,10,準工業地域,2,3,1158.004284,,,,
52370355997,25.39,10,準工業地域,2,3,1217.658562,,,,
52370269949,14.03,1,第一種低層住居専用地域,2,3,506.8074747,,,,
52370356990,18.2,10,準工業地域,2,3,1437.079114,,,,
52370356991,106.45,10,準工業地域,2,3,1520.46507,,,,
52370364959,2.37,10,準工業地域,2,3,474.877037,,,,
52370365909,70.54,10,準工業地域,2,3,1290.791595,,,,
52370364968,95.2,10,準工業地域,2,3,437.3162002,,,,
52370364973,2,10,準工業地域,2,3,857.2073338,,,,
52370364974,7.56,10,準工業地域,2,3,749.5609539,,,,
52370355999,13.65,10,準工業地域,2,3,1358.235463,,,,
52370364976,40.27,10,準工業地域,2,3,542.7549808,,,,
52370365907,11.11,10,準工業地域,2,3,1141.943742,,,,
52370365908,54.85,10,準工業地域,2,3,1213.250578,,,,
52370365940,75.75,10,準工業地域,2,3,550.6345106,,,,
52370365921,25.69,10,準工業地域,2,3,735.3642645,,,,
52370365922,27.7,10,準工業地域,2,3,742.6143879,,,,
52370365923,25.71,10,準工業地域,2,3,767.0036275,,,,
52370364975,,10,準工業地域,2,3,644.2834257,,,,
52370365925,2.2,10,準工業地域,2,3,860.5829472,,,,
52370365930,17.9,10,準工業地域,2,3,643.0385155,,,,
52370365931,44.68,10,準工業地域,2,3,642.9444997,,,,
52370361906,4.7,1,第一種低層住居専用地域,2,3,1361.210338,,,,
52370366901,25.92,10,準工業地域,2,3,1460.530239,,,,
52370366911,26.61,10,準工業地域,2,3,1404.124632,,,,
52370350999,70.97,1,第一種低層住居専用地域,2,3,588.2138464,,,,
52370365924,20.41,10,準工業地域,2,3,807.054427,,,,
52370361902,68.15,1,第一種低層住居専用地域,2,3,905.0125153,,,,
52370361903,65.34,1,第一種低層住居専用地域,2,3,1018.906323,,,,
52370361905,26.68,1,第一種低層住居専用地域,2,3,1247.033693,,,,
52371330960,3,10,準工業地域,2,3,398.6974849,,,,
52370361916,59.06,1,第一種低層住居専用地域,2,3,1357.571725,,,,
52370361917,30.24,1,第一種低層住居専用地域,2,3,1472.081648,,,,
52370361918,30.53,1,第一種低層住居専用地域,2,3,1586.591828,,,,
52370351991,32.39,1,第一種低層住居専用地域,2,3,808.1545207,,,,
52371330943,5.48,10,準工業地域,2,3,516.7428721,,,,
52371330951,,10,準工業地域,2,3,430.1103816,,,,
52371330952,37.32,10,準工業地域,2,3,493.827738,,,,
52371331902,95.79,10,準工業地域,2,3,874.1176439,,,,
52371330961,49.95,10,準工業地域,2,3,513.0715249,,,,
52371330971,49.84,10,準工業地域,2,3,512.8954901,,,,
52371330972,56.3,10,準工業地域,2,3,627.3199033,,,,
52371330942,,10,準工業地域,2,3,426.571594,,,,
52371330982,46.79,10,準工業地域,2,3,632.2851589,,,,
52371330990,19.9,10,準工業地域,2,3,433.8165625,,,,
52371330991,20.25,10,準工業地域,2,3,540.8118221,,,,
52371331962,5.85,10,準工業地域,2,3,1422.653568,,,,
52371331912,152.01,10,準工業地域,2,3,965.0115709,,,,
52371331921,70.9,10,準工業地域,2,3,1080.209763,,,,
52371331922,15.67,10,準工業地域,2,3,1056.279864,,,,
52371330981,49.54,10,準工業地域,2,3,518.957768,,,,
52371236958,,,,2,3,3150.46105,,,,
52371237961,,,,2,3,2805.429129,,,,
52371237974,,,,2,3,2462.125075,,,,
52370246933,,12,工業専用地域,2,3,1227.558893,,,,
52371246956,,,,2,3,3454.580097,,,,
52371246975,,,,2,3,3608.695462,1,,,
52371246984,,,,2,3,3852.713999,,,,
52371256910,6.82,10,準工業地域,2,3,4260.881676,1,,,
52371247916,,,,2,3,2261.506259,,,,
52371256911,,,,2,3,4151.902453,,,,
52370246922,2.97,12,工業専用地域,2,3,1192.378821,1,,,
52370256908,,12,工業専用地域,2,3,1787.652668,,,,
52370246934,,12,工業専用地域,2,3,1189.963312,,,,
52370246945,,12,工業専用地域,2,3,1253.278478,,,,
52370246956,2.95,12,工業専用地域,2,3,1330.043609,,,,
52371247906,,,,2,3,2248.789499,,,,
52370246978,10.42,12,工業専用地域,2,3,1510.292116,,,,
52370246988,,12,工業専用地域,2,3,1602.819551,,,,
52370246998,,12,工業専用地域,2,3,1695.236088,,,,
52370257971,5.61,12,工業専用地域,2,3,2459.602491,,,,
52370256918,,12,工業専用地域,2,3,1880.180231,,,,
52370256929,8.23,12,工業専用地域,2,3,1976.158435,,,,
52370256939,2.74,12,工業専用地域,2,3,2068.415991,1,,,
52370246967,2.95,12,工業専用地域,2,3,1417.869701,,,,
52370257940,2.74,12,工業専用地域,2,3,2170.102927,,,,
52370257950,,12,工業専用地域,2,3,2262.006444,,,,
52370257960,,12,工業専用地域,2,3,2353.950175,1,,,
52370267954,,12,工業専用地域,2,3,2731.907007,,,,
52370257981,,12,工業専用地域,2,3,2551.124533,1,,,
52370257992,25.39,12,工業専用地域,2,3,2649.282943,,,,
52370267902,3.79,12,工業専用地域,2,3,2688.18044,,,,
52370256949,,12,工業専用地域,2,3,2160.797956,1,,,
52370267922,,12,工業専用地域,2,3,2773.501517,1,,,
52370267933,3.26,12,工業専用地域,2,3,2722.112132,,,,
52370267943,,12,工業専用地域,2,3,2772.29577,1,,,
52370246923,8.59,,,2,3,1142.20833,,,,
52370267964,,12,工業専用地域,2,3,2788.117093,1,,,
52370267974,,12,工業専用地域,2,3,2846.15499,1,,,
52370267975,14.5,12,工業専用地域,2,3,2758.933992,,,,
52370267912,,12,工業専用地域,2,3,2729.610112,1,,,
52370267996,8.94,12,工業専用地域,2,3,2802.637137,,,,
52370277907,5.07,12,工業専用地域,2,3,2792.246333,1,,,
52370277918,5.07,12,工業専用地域,2,3,2784.34861,1,,,
52370285961,,12,工業専用地域,2,3,5432.786306,,,,
52370246935,2.64,,,2,3,1162.481203,,,,
52370246946,38.29,,,2,3,1237.859164,,,,
52370246957,14.73,,,2,3,1325.452912,,,,
52370267985,5.96,12,工業専用地域,2,3,2820.603688,1,,,
52370285950,,12,工業専用地域,2,3,5386.086142,,,,
52370285951,,12,工業専用地域,2,3,5345.852056,,,,
52370284989,,12,工業専用地域,,3,5686.073512,,,,
52370284999,,12,工業専用地域,,3,5772.323758,,,,
52370285971,,12,工業専用地域,2,3,5520.003395,,,,
52370285981,,12,工業専用地域,2,3,5607.28586,,,,
52370285991,,12,工業専用地域,2,3,5694.730362,,,,
52370284959,,12,工業専用地域,2,3,5428.438103,,,,
52370295921,,12,工業専用地域,2,3,5958.070282,,,,
52370284969,,12,工業専用地域,,3,5514.069595,,,,
52370294929,,12,工業専用地域,,3,6032.274883,,,,
52370295900,,12,工業専用地域,,3,5819.649357,,,,
52370284979,,12,工業専用地域,,3,5600.020031,,,,
52370285960,,12,工業専用地域,,3,5472.380845,,,,
52370295901,,12,工業専用地域,2,3,5782.434803,,,,
52370295911,,12,工業専用地域,2,3,5870.181929,,,,
52370285990,,12,工業専用地域,,3,5732.514716,,,,
52370294919,,12,工業専用地域,,3,5945.484362,,,,
52370235949,,12,工業専用地域,2,3,962.9528429,1,,,
52370236950,,12,工業専用地域,2,3,892.7271164,,,,
52370294909,,12,工業専用地域,,3,5858.865957,,,,
52370295910,,12,工業専用地域,,3,5906.843284,,,,
52370285980,,12,工業専用地域,,3,5645.655892,,,,
52370285970,,12,工業専用地域,,3,5558.976334,,,,
52370235929,,12,工業専用地域,2,3,920.5522924,,,,
52370235939,,12,工業専用地域,2,3,937.4541254,1,,,
52370236961,2.66,,,2,3,842.6624826,,,,
52370246902,,,,2,3,1033.586663,,,,
52370236960,,12,工業専用地域,2,3,937.9202335,1,,,
52370236971,7.97,12,工業専用地域,2,3,899.8928609,,,,
52370295920,,12,工業専用地域,,3,5994.193733,,,,
52370235928,,12,工業専用地域,2,3,1034.175656,1,,,
52370246901,,12,工業専用地域,2,3,1100.758828,1,,,
52370236940,,,,2,3,855.2310472,,,,
52371237972,7.97,5,第一種住居地域,2,3,2690.971684,,,,
52371237973,,5,第一種住居地域,2,3,2576.5484,,,,
52370246912,20.82,,,2,3,1111.924998,,,,
52371236967,30.6,5,第一種住居地域,2,3,3263.117557,,,,
52370236981,5.31,12,工業専用地域,2,3,962.608918,,,,
52370236991,,12,工業専用地域,2,3,1029.891921,,,,
52371237960,,5,第一種住居地域,2,3,2919.851163,,,,
52371237971,34.49,5,第一種住居地域,2,3,2805.394929,,,,
52371236966,7.65,10,準工業地域,2,3,3377.539755,1,,,
52371236974,7.65,10,準工業地域,2,3,3606.356525,,,,
52371237984,,5,第一種住居地域,2,3,2463.384946,,,,
52371237985,,5,第一種住居地域,2,3,2349.023957,,,,
52371236968,36.58,5,第一種住居地域,2,3,3148.695386,,,,
52371236969,8.44,5,第一種住居地域,2,3,3034.273252,,,,
52371245999,16.8,5,第一種住居地域,2,3,4319.587742,,,,
52371255909,30.87,5,第一種住居地域,2,3,4343.967739,,,,
52371246927,3.29,10,準工業地域,2,3,3293.739828,1,,,
52371246936,,10,準工業地域,2,3,3420.514598,1,,,
52371236975,70.65,10,準工業地域,2,3,3491.933559,,,,
52371236976,22.95,10,準工業地域,2,3,3377.510554,1,,,
52371237995,11.5,5,第一種住居地域,2,3,2353.937303,1,,,
52371245989,11.2,5,第一種住居地域,2,3,4297.088161,,,,
52371246918,6,10,準工業地域,2,3,3168.718196,,,,
52371246919,15.6,10,準工業地域,2,3,3055.050745,,,,
52370342949,34.74,,,,3,3255.015082,,,,
52370342958,9.78,,,,3,3110.130069,,,,
52371246946,,10,準工業地域,2,3,3436.355729,1,,,
52371246955,,10,準工業地域,2,3,3566.522654,1,,,
52371237996,,10,準工業地域,2,3,2239.834653,1,,,
52371246917,13.14,10,準工業地域,2,3,3282.437964,1,,,
52370342947,4.46,,,,3,3056.740576,,,,
52370342948,2.23,,,,3,3155.356991,,,,
52370342957,4.46,,,,3,3010.033305,,,,
52370341938,4.44,,,,3,2304.620444,,,,
52370342959,10.84,,,,3,3211.191053,,,,
52370342960,,,,,3,2289.158175,,,,
52370342953,8.32,,,,3,2621.482325,,,,
52370342946,403.88,,,,3,2959.269973,,,,
52370342955,,,,,3,2813.143161,,,,
52370342956,6.69,,,,3,2911.000225,,,,
52370341937,,,,,3,2227.321681,,,,
52370341946,,,,,3,2082.333971,,,,
52370341939,,,,,3,2384.914995,,,,
52370341940,14.45,,,,3,1508.734935,,,,
52370342961,2.77,,,,3,2381.016046,,,,
52370342954,,,,,3,2716.589199,,,,
52370209992,27.48,5,第一種住居地域,2,3,2392.088059,1,,,
52370219902,41.22,5,第一種住居地域,2,3,2302.370713,1,,,
52370219912,54.96,5,第一種住居地域,2,3,2212.768278,1,,,
52370218949,30.21,3,第一種中高層住居専用地域,2,3,1875.432047,,,,
52370219932,61.12,5,第一種住居地域,2,3,2034.562504,1,,,
52370219933,96.97,5,第一種住居地域,2,3,2069.200013,,,,
52370219934,83.86,5,第一種住居地域,2,3,2109.497065,,,,
52370209998,83.45,3,第一種中高層住居専用地域,2,3,2639.825703,,,,
52370219942,48.74,5,第一種住居地域,2,3,1945.817191,1,,,
52370219950,32.53,5,第一種住居地域,2,3,1801.369354,,,,
52370219951,23.24,5,第一種住居地域,2,3,1826.084221,1,,,
52370219928,20.86,1,第一種低層住居専用地域,2,3,2399.147252,,,,
